,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
269,1618238683-3807,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Oryx and Crake (MaddAddam, #1)",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Oryx and Crake,Margaret Atwood,13951,231236,4.01,389,2004,True,Apocalyptic,['nan'],"Booker Prize Nominee (2003), Orange Prize Nominee for Fiction Shortlist (2004), Sunburst Award Nominee for Canadian Novel (2004), Scotiabank Giller Prize Nominee (2003), Grand Prix de l'Imaginaire Nominee for Roman étranger (2006)",5.0,5.636646341463413,6.048780487804876
270,1618238606-3529,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Children of Men,https://www.goodreads.com/book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,3154,41426,3.69,241,2006,False,Thriller,['nan'],,0.0,3.880548780487805,2.5365853658536595
271,1618238542-3285,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Swan Song,https://www.goodreads.com/book/show/11557.Swan_Song,Swan Song,Robert R. McCammon,3735,57129,4.28,956,1987,False,Fiction,['nan'],"Bram Stoker Award for Best Novel (1987), World Fantasy Award Nominee for Best Novel (1988), Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1994)",3.0,7.118353658536586,9.01219512195122
272,1618238555-3340,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Enclave (Razorland, #1)",https://www.goodreads.com/book/show/7137327-enclave,Enclave,Ann Aguirre,5082,68050,3.9,259,2011,True,Romance,['nan'],"RITA Award by Romance Writers of America for Best Young Adult Romance (2012), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)",2.0,5.032987804878048,4.841463414634147
273,1618238496-3112,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The V Girl: A Coming Of Age Story,https://www.goodreads.com/book/show/25437891-the-v-girl,The V Girl: A Coming Of Age Story,Mya Robarts,1329,11679,4.02,340,2015,False,New Adult,['nan'],,0.0,5.691524390243899,6.158536585365849
274,1618238677-3786,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,World War Z: An Oral History of the Zombie War,Max Brooks,26240,459144,4.01,342,2006,True,Horror,['nan'],"Audie Award for Multi-Voiced Performance (2014), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2009), Lincoln Award Nominee (2012), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2011)",4.0,5.636646341463413,6.048780487804876
275,1618238661-3728,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Wool Omnibus (Silo, #1)",https://www.goodreads.com/book/show/13453029-wool-omnibus,Wool Omnibus,Hugh Howey,13760,167105,4.2,509,2012,True,Fantasy,['nan'],"Tähtivaeltaja Award Nominee (2014), Prix des libraires du Québec (2015), Bookworm Best Award for People's Pick (2013), Goodreads Choice Award Nominee for Science Fiction and for Goodreads Author (2012)",4.0,6.679329268292683,8.134146341463417
276,1618238538-3266,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,Apocalyptic,['nan'],,0.0,5.307378048780488,5.3902439024390265
277,1618238542-3286,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Swan Song,https://www.goodreads.com/book/show/11557.Swan_Song,Swan Song,Robert R. McCammon,3735,57129,4.28,956,1987,False,Apocalyptic,['nan'],"Bram Stoker Award for Best Novel (1987), World Fantasy Award Nominee for Best Novel (1988), Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1994)",3.0,7.118353658536586,9.01219512195122
278,1618238627-3605,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me,Shatter Me,Tahereh Mafi,30646,316820,3.94,338,2011,True,Sci-Fi,['nan'],Arab American Book Award Nominee for Children's/Young Adult (2013),1.0,5.2524999999999995,5.280487804878049
279,1618238671-3766,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Do Androids Dream of Electric Sheep? (Blade Runner, #1)",https://www.goodreads.com/book/show/7082.Do_Androids_Dream_of_Electric_Sheep_,Do Androids Dream of Electric Sheep?,Philip K. Dick,14006,368427,4.08,244,1996,True,Classics,"['San Francisco, California', 'United States', 'California', 'United States', 'United States of America']",Nebula Award Nominee for Best Novel (1968),1.0,6.020792682926829,6.817073170731708
280,1618238485-3080,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Player Piano,https://www.goodreads.com/book/show/9597.Player_Piano,Player Piano,Kurt Vonnegut Jr.,2040,47695,3.88,341,2006,False,Literature,['nan'],International Fantasy Award Nominee for Fiction (1953),1.0,4.923231707317072,4.621951219512194
281,1618238566-3383,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Station Eleven,https://www.goodreads.com/book/show/20170404-station-eleven,Station Eleven,Emily St. John Mandel,40680,348271,4.05,333,2014,False,Sci-Fi,"['Toronto, Ontario', 'Canada', 'Michigan', 'United States']","Locus Award Nominee for Best SF Novel (2015), Arthur C. Clarke Award (2015), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2016), PEN/Faulkner Award for Fiction Nominee (2015), Sunburst Award Nominee for Adult (2015)
                      ...more
                          John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015), British Fantasy Award Nominee for Best Horror Novel (August Derleth Award) (2015), NAIBA Book of the Year for Fiction (2015), Toronto Book Award Nominee (2015), The Great Michigan Read (2015), Women's Prize for Fiction Nominee for Longlist (2015), Andrew Carnegie Medal Nominee for Fiction (2015), National Book Award Finalist for Fiction (2014), Goodreads Choice Award Nominee for Fiction (2014), The Rooster -- The Morning News Tournament of Books (2015)
...less",15.0,5.856158536585364,6.487804878048778
282,1618238594-3476,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Long Walk,https://www.goodreads.com/book/show/9014.The_Long_Walk,The Long Walk,Richard Bachman,7735,135469,4.08,370,1999,False,Sci-Fi,['nan'],,0.0,6.020792682926829,6.817073170731708
283,1618238632-3630,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Life As We Knew It (Last Survivors, #1)",https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,Life As We Knew It,Susan Beth Pfeffer,9881,120456,3.87,337,2006,True,Sci-Fi,"['Pennsylvania', 'United States', 'Howell, Pennsylvania', 'United States']","Buxtehuder Bulle (2010), South Carolina Book Award Nominee for Young Adult Book (2009), Rhode Island Teen Book Award Nominee (2008), Evergreen Teen Book Award (2009), The Inky Awards Nominee for Silver Inky (2008)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2009), Andre Norton Award Nominee (2006), Missouri Truman Readers Award (2009), Missouri Gateway Readers Award Nominee (2009), Rebecca Caudill Young Readers' Book Award Nominee (2009)
...less",10.0,4.868353658536586,4.512195121951221
284,1618238609-3537,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The 5th Wave (The 5th Wave, #1)",https://www.goodreads.com/book/show/16101128-the-5th-wave,The 5th Wave,Rick Yancey,30148,406964,4.03,457,2013,True,Fiction,"['Ohio', 'United States']","Georgia Peach Book Award Nominee for Honor book (2014), South Carolina Book Award for Young Adult (2016), Keystone to Reading Book Award Nominee for High School (2015), Evergreen Teen Book Award (2016), Milwaukee County Teen Book Award Nominee (2014)
                      ...more
                          The Inky Awards Nominee for Silver Inky (2013), Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013), Carnegie Medal Nominee (2014), Green Mountain Book Award Nominee (2015), Louisiana Teen Readers' Choice (2016), Missouri Gateway Readers Award (2016), Oklahoma Sequoyah Award for High School (2016), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)
...less",14.0,5.746402439024391,6.268292682926832
285,1618238504-3138,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Windup Girl,https://www.goodreads.com/book/show/6597651-the-windup-girl,The Windup Girl,Paolo Bacigalupi,6505,69191,3.75,359,2009,False,Fantasy,"['Bangkok', 'Thailand']","Hugo Award for Best Novel (2010), Nebula Award for Best Novel (2009), Locus Award for Best First Novel (2010), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012), British Science Fiction Association Award Nominee for Novel (2010)
                      ...more
                          John W. Campbell Memorial Award for Best Science Fiction Novel (2010), Compton Crook Award (2010), Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013), Premio Ignotus for Mejor novela extranjera (2012), Prix Bob Morane for roman traduit (2013), Cena Akademie SFFH for Kniha roku (Book of the Year) (2011), Goodreads Choice Award Nominee for Science Fiction (2009), Prix Une autre Terre (2013)
...less",13.0,4.209817073170731,3.1951219512195133
286,1618238688-3824,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Unwind (Unwind, #1)",https://www.goodreads.com/book/show/764347.Unwind,Unwind,Neal Shusterman,19129,202026,4.16,337,2007,True,Young Adult,"['Akron, Ohio', 'United States', 'Ohio', 'United States', 'Scottsburg, Indiana', 'United States', 'Arizona', 'United States', 'Joplin, Missouri', 'United States']","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)
...less",10.0,6.459817073170732,7.695121951219513
287,1618238504-3134,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Windup Girl,https://www.goodreads.com/book/show/6597651-the-windup-girl,The Windup Girl,Paolo Bacigalupi,6505,69191,3.75,359,2009,False,Sci-Fi,"['Bangkok', 'Thailand']","Hugo Award for Best Novel (2010), Nebula Award for Best Novel (2009), Locus Award for Best First Novel (2010), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012), British Science Fiction Association Award Nominee for Novel (2010)
                      ...more
                          John W. Campbell Memorial Award for Best Science Fiction Novel (2010), Compton Crook Award (2010), Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013), Premio Ignotus for Mejor novela extranjera (2012), Prix Bob Morane for roman traduit (2013), Cena Akademie SFFH for Kniha roku (Book of the Year) (2011), Goodreads Choice Award Nominee for Science Fiction (2009), Prix Une autre Terre (2013)
...less",13.0,4.209817073170731,3.1951219512195133
288,1618238629-3623,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Knife of Never Letting Go (Chaos Walking, #1)",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,Patrick Ness,17884,166899,3.97,512,2014,True,Apocalyptic,['New World'],"Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010)
                      ...more
                          Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)
...less",8.0,5.417134146341464,5.609756097560978
289,1618238564-3367,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Under the Never Sky (Under the Never Sky, #1)",https://www.goodreads.com/book/show/11594257-under-the-never-sky,Under the Never Sky,Veronica Rossi,8908,112171,3.99,374,2012,True,Fantasy,['Reverie'],"Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012)",2.0,5.526890243902439,5.829268292682929
290,1618238637-3646,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,We,https://www.goodreads.com/book/show/76171.We,We,Yevgeny Zamyatin,4969,76635,3.91,226,1993,False,Sci-Fi,['nan'],,0.0,5.0878658536585375,4.951219512195124
291,1618238483-3067,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cloud Atlas,https://www.goodreads.com/book/show/49628.Cloud_Atlas,Cloud Atlas,David Mitchell,19825,226342,4.0,509,2004,False,Historical,['nan'],"Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)
                      ...more
                          British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)
...less",10.0,5.581768292682926,5.939024390243903
292,1618238680-3798,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ready Player One (Ready Player One, #1)",https://www.goodreads.com/book/show/9969571-ready-player-one,Ready Player One,Ernest Cline,90512,927098,4.25,374,2011,True,Sci-Fi,"['Columbus, Ohio,', '2045', 'United States', 'Oklahoma City, Oklahoma,', '2045', 'United States']","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014)
                      ...more
                          Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Premi Ictineu for Millor novel·la traduïda (2017), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)
...less",11.0,6.9537195121951205,8.682926829268293
293,1618238640-3657,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gunslinger,https://www.goodreads.com/book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,19698,533647,3.94,231,2003,True,Sci-Fi,['nan'],,0.0,5.2524999999999995,5.280487804878049
294,1618238634-3640,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Passage (The Passage, #1)",https://www.goodreads.com/book/show/6690798-the-passage,The Passage,Justin Cronin,19639,197293,4.03,766,2010,True,Sci-Fi,['nan'],"Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)",2.0,5.746402439024391,6.268292682926832
295,1618238664-3743,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Slaughterhouse-Five,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Slaughterhouse-Five,Kurt Vonnegut Jr.,28424,1172959,4.08,275,1999,False,Fantasy,['nan'],"Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)",4.0,6.020792682926829,6.817073170731708
296,1618238706-3903,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Road,https://www.goodreads.com/book/show/6288.The_Road,The Road,Cormac McCarthy,47078,746264,3.97,241,2006,False,Contemporary,['nan'],"Pulitzer Prize for Fiction (2007), Locus Award Nominee for Best SF Novel (2007), James Tait Black Memorial Prize for Fiction (2006), The Quill Award for General Fiction (2007), Puddly Award for Fiction (2010)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2006), Believer Book Award (2006), Tähtivaeltaja Award (2009), Cena Akademie SFFH for Kniha roku (Book of the Year) (2008), Prix des libraires du Québec for Lauréats hors Québec (2009), International Dublin Literary Award Nominee (2008), The Rooster -- The Morning News Tournament of Books (2007)
...less",12.0,5.417134146341464,5.609756097560978
297,1618238674-3782,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend,Legend,Marie Lu,29873,434825,4.16,305,2011,True,Audiobook,['nan'],"Rhode Island Teen Book Award Nominee (2013), Milwaukee County Teen Book Award Nominee (2013), The Inky Awards Nominee for Silver Inky (2012), California Young Readers Medal Nominee for Young Adult (2015), Lincoln Award Nominee (2014)
                      ...more
                          Missouri Truman Readers Award (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Rebecca Caudill Young Readers' Book Award (2015)
...less",8.0,6.459817073170732,7.695121951219513
298,1618238540-3279,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Forever War (The Forever War, #1)",https://www.goodreads.com/book/show/21611.The_Forever_War,The Forever War,Joe Haldeman,6094,145418,4.14,278,2003,True,Space,['nan'],"Hugo Award for Best Novel (1976), Nebula Award for Best Novel (1975), Locus Award for Best Novel (1976), Ditmar Award for Best International Long Fiction (1976)",4.0,6.350060975609753,7.475609756097557
299,1618238591-3465,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Angelfall (Penryn & the End of Days, #1)",https://www.goodreads.com/book/show/15863832-angelfall,Angelfall,Susan Ee,15933,175344,4.12,288,2012,True,Young Adult,"['San Francisco, California', 'United States']",CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011),1.0,6.24030487804878,7.25609756097561
300,1618238558-3352,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Feed,https://www.goodreads.com/book/show/169756.Feed,Feed,M.T. Anderson,6715,59513,3.55,308,2004,False,Sci-Fi Fantasy,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2003), Los Angeles Times Book Prize for Young Adult Literature (2002), Boston Globe-Horn Book Award Nominee for Fiction (2003), National Book Award Finalist for Young People's Literature (2002), Margaret A. Edwards Award (2019)",5.0,3.1122560975609748,1.0
301,1618238591-3468,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Angelfall (Penryn & the End of Days, #1)",https://www.goodreads.com/book/show/15863832-angelfall,Angelfall,Susan Ee,15933,175344,4.12,288,2012,True,Sci-Fi,"['San Francisco, California', 'United States']",CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011),1.0,6.24030487804878,7.25609756097561
302,1618238538-3264,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,Fiction,['nan'],,0.0,5.307378048780488,5.3902439024390265
303,1618238596-3487,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Atlas Shrugged,https://www.goodreads.com/book/show/662.Atlas_Shrugged,Atlas Shrugged,Ayn Rand,17825,361689,3.69,1168,1999,False,Literature,['nan'],"Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)",2.0,3.880548780487805,2.5365853658536595
304,1618238713-3929,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Animal Farm,https://www.goodreads.com/book/show/170448.Animal_Farm,Animal Farm,George Orwell,60944,2908184,3.96,141,1996,False,Politics,['nan'],"Prometheus Hall of Fame Award (2011), Retro Hugo Award for Best Novella (1996)",2.0,5.362256097560975,5.5
305,1618238480-3057,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Stranger in a Strange Land,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,Stranger in a Strange Land,Robert A. Heinlein,8309,282233,3.92,525,1991,False,Sci-Fi Fantasy,['nan'],"Hugo Award for Best Novel (1962), Prometheus Hall of Fame Award (1987)",2.0,5.142743902439023,5.060975609756097
306,1618238509-3154,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Birthmarked (Birthmarked, #1)",https://www.goodreads.com/book/show/6909544-birthmarked,Birthmarked,Caragh M. O'Brien,3619,47979,3.87,361,2010,True,Young Adult,['nan'],"Georgia Peach Book Award Nominee (2011), Rhode Island Teen Book Award Nominee (2012), Beehive Book Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), CYBILS Award Nominee (2010)",5.0,4.868353658536586,4.512195121951221
307,1618238499-3121,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Earth Abides,https://www.goodreads.com/book/show/93269.Earth_Abides,Earth Abides,George R. Stewart,2057,26032,3.96,345,2006,False,Speculative Fiction,['nan'],International Fantasy Award for Fiction (1951),1.0,5.362256097560975,5.5
308,1618238538-3268,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,Sci-Fi,['nan'],,0.0,5.307378048780488,5.3902439024390265
309,1618238558-3345,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Feed,https://www.goodreads.com/book/show/169756.Feed,Feed,M.T. Anderson,6715,59513,3.55,308,2004,False,Sci-Fi,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2003), Los Angeles Times Book Prize for Young Adult Literature (2002), Boston Globe-Horn Book Award Nominee for Fiction (2003), National Book Award Finalist for Young People's Literature (2002), Margaret A. Edwards Award (2019)",5.0,3.1122560975609748,1.0
310,1618238637-3647,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,We,https://www.goodreads.com/book/show/76171.We,We,Yevgeny Zamyatin,4969,76635,3.91,226,1993,False,Classics,['nan'],,0.0,5.0878658536585375,4.951219512195124
311,1618238527-3232,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Incarceron (Incarceron, #1)",https://www.goodreads.com/book/show/332775.Incarceron,Incarceron,Catherine Fisher,5365,59683,3.64,458,2007,True,Young Adult,['nan'],"Mythopoeic Fantasy Award Nominee for Children’s Literature (2011), Milwaukee County Teen Book Award Nominee (2011), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2007), Carnegie Medal Nominee (2008)",4.0,3.6061585365853666,1.9878048780487836
312,1618238688-3829,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Unwind (Unwind, #1)",https://www.goodreads.com/book/show/764347.Unwind,Unwind,Neal Shusterman,19129,202026,4.16,337,2007,True,Horror,"['Akron, Ohio', 'United States', 'Ohio', 'United States', 'Scottsburg, Indiana', 'United States', 'Arizona', 'United States', 'Joplin, Missouri', 'United States']","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)
...less",10.0,6.459817073170732,7.695121951219513
313,1618238591-3464,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Angelfall (Penryn & the End of Days, #1)",https://www.goodreads.com/book/show/15863832-angelfall,Angelfall,Susan Ee,15933,175344,4.12,288,2012,True,Fantasy,"['San Francisco, California', 'United States']",CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011),1.0,6.24030487804878,7.25609756097561
314,1618238656-3710,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Cinder (The Lunar Chronicles, #1)",https://www.goodreads.com/book/show/36381037-cinder,Cinder,Marissa Meyer,56831,729565,4.13,400,2012,True,Fiction,['nan'],"Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014)
                      ...more
                          California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)
...less",10.0,6.295182926829266,7.365853658536584
315,1618238703-3890,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com/book/show/6186357-the-maze-runner,The Maze Runner,James Dashner,56889,1135857,4.03,384,2009,True,Apocalyptic,['nan'],"Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)
                      ...more
                          Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)
...less",9.0,5.746402439024391,6.268292682926832
316,1618238713-3926,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Animal Farm,https://www.goodreads.com/book/show/170448.Animal_Farm,Animal Farm,George Orwell,60944,2908184,3.96,141,1996,False,Sci-Fi,['nan'],"Prometheus Hall of Fame Award (2011), Retro Hugo Award for Best Novella (1996)",2.0,5.362256097560975,5.5
317,1618238701-3876,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,The Stand,Stephen King,22435,646087,4.34,1152,1990,False,Fantasy,['nan'],"Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",5.0,7.44762195121951,9.67073170731707
318,1618238490-3088,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Dune (Dune, #1)",https://www.goodreads.com/book/show/44767458-dune,Dune,Frank Herbert,28056,843135,4.23,688,2019,True,Sci-Fi Fantasy,['nan'],"Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)",3.0,6.843963414634148,8.463414634146346
319,1618238493-3095,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Logan's Run,https://www.goodreads.com/book/show/73654.Logan_s_Run,Logan's Run,William F. Nolan,650,10471,3.66,149,1976,True,Sci-Fi,['nan'],,0.0,3.7159146341463423,2.207317073170735
320,1618238729-3990,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,1984,https://www.goodreads.com/book/show/40961427-1984,1984,George Orwell,75952,3361302,4.19,237,2013,False,Politics,['nan'],"Prometheus Hall of Fame Award (1984), Locus Award Nominee for All-Time Best Science Fiction Novel (1987)",2.0,6.6244512195121965,8.024390243902442
